country.x,dataset_key.x,dataset_party_id.x,name_short.x,name.x,name_english.x,year_first.x,year_last.x,share.x,share_year.x,description.x,comment.x,created.x,modified.x,external_id.x,partyfacts_id,linked.x,country.y,dataset_key.y,dataset_party_id.y,name_short.y,name.y,name_english.y,year_first.y,year_last.y,share.y,share_year.y,description.y,comment.y,created.y,modified.y,external_id.y,linked.y
BEL,manifesto,21421,openVLD,Open Vlaamse Liberalen en Demokraten,Open Flemish Liberals and Democrats,1971,2019,15.4,2003,NA,NA,2013-01-01T18:16:54Z,2023-06-05T10:39:58Z,1580,49,2013-01-01T18:33:30Z,BEL,dpi,165,F&P,NA,Freedom & Prog,1975,1981,10.3,1978,NA,NA,2018-08-18T19:56:10Z,2021-03-12T10:14:51Z,25485,2018-08-18T19:56:10Z
BEL,manifesto,21421,openVLD,Open Vlaamse Liberalen en Demokraten,Open Flemish Liberals and Democrats,1971,2019,15.4,2003,NA,NA,2013-01-01T18:16:54Z,2023-06-05T10:39:58Z,1580,49,2013-01-01T18:33:30Z,BEL,dpi,175,PVV,NA,Partij voor Vrijheid en Vooruitgang,1982,1995,13.1,1981,NA,NA,2018-09-06T11:47:18Z,2021-03-12T10:14:51Z,25612,2018-09-11T11:36:04Z
BEL,manifesto,21421,openVLD,Open Vlaamse Liberalen en Demokraten,Open Flemish Liberals and Democrats,1971,2019,15.4,2003,NA,NA,2013-01-01T18:16:54Z,2023-06-05T10:39:58Z,1580,49,2013-01-01T18:33:30Z,BEL,dpi,182,VLD,NA,Vlaamse Liberalen en Democraten,1996,2007,15.4,2003,NA,NA,2018-07-13T20:35:14Z,2021-03-12T10:14:51Z,24832,2018-07-13T21:00:22Z
BEL,manifesto,21422,PRL,Parti Réformateur Libéral,Liberal Reformation Party,1971,1991,10.2,1985,NA,NA,2013-01-01T18:18:08Z,2023-06-05T10:39:59Z,1928,554,2014-02-15T22:47:37Z,BEL,dpi,166,Liberal,NA,NA,1979,1985,8.2,1981,NA,NA,2018-08-18T19:55:17Z,2021-03-12T10:14:51Z,25252,2018-08-18T19:55:17Z
BEL,manifesto,21422,PRL,Parti Réformateur Libéral,Liberal Reformation Party,1971,1991,10.2,1985,NA,NA,2013-01-01T18:18:08Z,2023-06-05T10:39:59Z,1928,554,2014-02-15T22:47:37Z,BEL,dpi,168,Liberals,NA,NA,1978,1978,15.6,1978,NA,NA,2018-09-06T11:47:18Z,2021-03-12T10:14:51Z,25614,2018-09-11T17:47:02Z
BEL,manifesto,21422,PRL,Parti Réformateur Libéral,Liberal Reformation Party,1971,1991,10.2,1985,NA,NA,2013-01-01T18:18:08Z,2023-06-05T10:39:59Z,1928,554,2014-02-15T22:47:37Z,BEL,dpi,171,PRL,NA,Parti R_formateur Lib_ral,1986,1995,10.2,1985,NA,NA,2018-09-06T11:47:07Z,2021-03-12T10:14:51Z,25562,2018-09-06T11:47:07Z
BEL,manifesto,21423,PRL-FDF,Parti Réformateur Libéral - Front Démocratique des Francophones,Liberal Reformation Party - Francophone Democratic Front,1995,1995,10.3,1995,NA,NA,2013-01-01T18:18:16Z,2023-06-05T10:39:41Z,1967,8259,2020-04-18T01:41:19Z,BEL,dpi,172,PRL-FDF,NA,Parti R_formateur Lib_ral/Front D_mocratique des Francophones,1996,2003,10.2,1995,NA,NA,2018-09-06T11:47:55Z,2021-03-12T10:14:51Z,25708,2021-03-25T15:11:58Z
BEL,manifesto,21425,PRL-FDF-MCC,Parti réformateur libéral - Front Démocratique des Francophones - Mouvement des Citoyens pour la Changement,Liberal Reformation Party - Francophone Democratic Front - Citizens’ Movement for Change,1999,1999,10.1,1999,NA,NA,2013-01-01T18:17:36Z,2023-06-05T10:40:01Z,1774,8259,2021-03-25T15:12:18Z,BEL,dpi,172,PRL-FDF,NA,Parti R_formateur Lib_ral/Front D_mocratique des Francophones,1996,2003,10.2,1995,NA,NA,2018-09-06T11:47:55Z,2021-03-12T10:14:51Z,25708,2021-03-25T15:11:58Z
BEL,manifesto,21322,PS,Parti Socialiste,Francophone Socialist Party,1978,2014,15.7,1987,NA,NA,2013-01-01T18:17:16Z,2023-06-05T10:39:49Z,1680,500,2013-01-01T18:33:29Z,BEL,dpi,173,PS,NA,Parti Socialiste,1988,2015,15.7,1987,NA,NA,2018-07-13T20:35:22Z,2021-03-12T10:14:51Z,24888,2018-07-13T20:35:22Z
BEL,manifesto,21322,PS,Parti Socialiste,Francophone Socialist Party,1978,2014,15.7,1987,NA,NA,2013-01-01T18:17:16Z,2023-06-05T10:39:49Z,1680,500,2013-01-01T18:33:29Z,BEL,dpi,177,Socialist,NA,Parti Socialiste,1975,1987,28.4,1985,NA,NA,2018-09-06T11:46:57Z,2021-03-12T10:14:51Z,25519,2018-09-11T11:34:50Z
BEL,manifesto,21321,sp.a,Socialistische Partij Anders,Socialist Party Different,1978,2019,14.9,1987,NA,NA,2013-01-01T18:16:17Z,2023-06-05T10:39:54Z,1410,1680,2013-01-01T18:33:24Z,BEL,dpi,178,SP,NA,NA,1988,1998,14.9,1987,NA,NA,2018-08-18T19:55:40Z,2021-03-12T10:14:51Z,25341,2018-08-18T19:55:40Z
BEL,manifesto,21321,sp.a,Socialistische Partij Anders,Socialist Party Different,1978,2019,14.9,1987,NA,NA,2013-01-01T18:16:17Z,2023-06-05T10:39:54Z,1410,1680,2013-01-01T18:33:24Z,BEL,dpi,179,SPA,NA,NA,2015,2015,8.8,2014,NA,NA,2018-09-06T11:48:25Z,2021-03-12T10:14:51Z,25797,2018-09-10T22:51:55Z
BEL,manifesto,21221,sp.a-SPIRIT,Socialistische Partij Anders - Spirit,Socialist Party Different - Spirit,2003,2007,14.9,2003,NA,NA,2014-02-08T21:29:18Z,2023-06-05T10:39:58Z,3744,1586,2014-02-09T14:30:29Z,BEL,dpi,180,SPA/VP,NA,NA,2008,2010,10.3,2007,NA,NA,2018-08-18T19:55:21Z,2021-03-12T10:14:51Z,25267,2018-08-18T19:55:21Z
BEL,manifesto,21914,VB,Vlaams Blok,Flemish Bloc,1978,2003,11.7,2003,NA,NA,2013-01-01T18:16:33Z,2023-06-05T10:39:46Z,1484,553,2013-01-01T18:33:31Z,BEL,dpi,181,VB,NA,Vlaams Belang,1996,2014,12,2007,NA,NA,2018-08-18T19:56:05Z,2021-03-12T10:14:51Z,25461,2018-08-18T19:56:05Z
BOL,manifesto,151250,MAS-IPSP,Movimiento Al Socialismo - Instrumento Político por la Soberanía de los Pueblos,Movement towards Socialism - Political Instrument for the Sovereignty of the Peoples,2009,2014,67.6,2014,NA,NA,2017-03-13T21:05:06Z,2023-06-05T10:39:44Z,18721,442,2017-03-13T21:07:12Z,BOL,dpi,216,MAS,NA,Movimiento al Socialismo-Instrumento Pol�tico por la Soberan�a de los Pueblos,2003,2015,67.7,2009,NA,NA,2018-07-11T13:15:36Z,2021-03-12T10:14:51Z,24640,2018-07-11T13:15:36Z
BOL,manifesto,151610,MNR,Movimiento Nacionalista Revolucionario,Nationalist Revolutionary Movement,2009,2009,0,2009,NA,NA,2018-08-02T13:22:57Z,2023-06-05T10:40:01Z,25033,568,2018-08-02T13:22:58Z,BOL,dpi,220,MNR,NA,Movimiento Nacionalista Revolucionario,1980,2009,35.9,1979,NA,NA,2018-07-11T13:15:34Z,2021-03-12T10:14:51Z,24620,2018-07-11T13:15:34Z
BOL,manifesto,151610,MNR,Movimiento Nacionalista Revolucionario,Nationalist Revolutionary Movement,2009,2009,0,2009,NA,NA,2018-08-02T13:22:57Z,2023-06-05T10:40:01Z,25033,568,2018-08-02T13:22:58Z,BOL,dpi,221,MNRH,NA,Movimiento Nacionalista Revolucionario Hist�rico,1983,1993,32.4,1985,NA,NA,2018-07-11T13:15:27Z,2021-03-12T10:14:51Z,24557,2018-07-16T18:58:56Z
BOL,manifesto,151540,PDC,Partido Demócrata Cristiano,Christian Democratic Party,2014,2014,7.7,2014,NA,NA,2017-03-13T21:05:04Z,2023-06-05T10:39:53Z,18706,5139,2017-03-13T21:06:03Z,BOL,dpi,225,PDC,NA,Partido Democrata Cristiano/ Christian Democratic Party,2015,2015,7.7,2014,NA,NA,2018-09-06T11:47:31Z,2021-03-12T10:14:51Z,25648,2018-09-06T11:47:31Z
BOL,manifesto,151062,PPB-CN,Plan Progreso para Bolivia–Convergencia Nacional,Plan Progress for Bolivia – National Convergence,2009,2009,26.9,2009,NA,NA,2018-08-02T13:23:00Z,2023-06-05T10:39:43Z,25044,1700,2018-08-02T13:24:28Z,BOL,dpi,227,PP,NA,Plan Progreso,2010,2015,28.5,2009,NA,NA,2018-07-11T13:15:31Z,2021-03-12T10:14:51Z,24606,2018-07-16T18:19:46Z
BIH,manifesto,79322,DF,Demokratska fronta,Democratic Front,2014,2014,9.2,2014,NA,NA,2017-03-13T21:05:04Z,2023-06-05T10:39:44Z,18709,4717,2017-08-06T13:29:19Z,BIH,dpi,235,DF,NA,Democratic Front,2015,2015,9.2,2014,NA,NA,2018-09-06T11:47:18Z,2021-03-12T10:14:51Z,25609,2018-09-06T11:47:18Z
BIH,manifesto,79953,HDZ BiH,Hrvatska demokratska zajednica Bosne i Hercegovine,Croatian Democratic Union of Bosnia and Herzegovina,1990,2018,15.6,1990,NA,NA,2013-01-01T18:17:27Z,2023-06-05T10:39:59Z,1734,1760,2013-01-01T18:33:38Z,BIH,dpi,236,HDZBH,NA,Hrvatska demokratska zajednica Bosne i Hercegovine,1995,1995,15,1995,NA,NA,2018-09-06T11:46:59Z,2021-03-12T10:14:51Z,25531,2018-09-10T23:07:31Z
BIH,manifesto,79730,SNSD,Savez nezavisnih socijaldemokrata,Alliance of Independent Social Democrats,2002,2018,19.1,2006,NA,NA,2017-03-13T21:05:01Z,2023-06-05T10:39:41Z,18693,292,2017-06-18T06:31:46Z,BIH,dpi,244,SNSD,NA,Savez Nezavisnih Socijaldemokrata,2003,2015,19.1,2006,NA,NA,2018-07-11T14:42:37Z,2021-03-12T10:14:51Z,24691,2018-07-11T14:42:37Z
BIH,manifesto,79610,SBB BiH,Savez za bolju budućnost Bosne i Hercegovine,Alliance for a Better Future of Bosnia and Herzegovina,2010,2018,8.7,2014,NA,NA,2017-03-13T21:05:00Z,2023-06-05T10:39:53Z,18689,3171,2018-06-20T10:51:32Z,BIH,dpi,238,SBB,NA,Savez za Bolju Budu_nost BiH,2011,2014,9.5,2010,NA,NA,2018-09-06T11:48:16Z,2021-03-12T10:14:51Z,25777,2018-09-11T18:32:03Z
BIH,manifesto,79321,SDP BiH,Socijaldemokratska partija Bosne i Hercegovine,Social Democratic Party of Bosnia and Herzegovina,1998,2018,18,2000,NA,NA,2013-01-01T18:18:10Z,2023-06-05T10:39:41Z,1940,537,2013-01-01T18:33:41Z,BIH,dpi,241,SDP,NA,Socijaldemokratska Partija Bosne i Hercegovine,2001,2015,18,2000,NA,NA,2018-08-18T19:56:05Z,2021-03-12T10:14:51Z,25457,2018-08-18T19:56:05Z
BIH,manifesto,79955,SDS,Srpska demokratska stranka,Serbian Democratic Party,1990,2014,25.7,1990,NA,NA,2013-01-01T18:17:05Z,2023-06-05T10:40:03Z,1630,1166,2013-01-01T18:33:42Z,BIH,dpi,242,SDS,NA,Srpska Demokratska Stranka Bosne i Hercegovine,2003,2015,13.3,2002,NA,NA,2018-08-18T19:55:17Z,2021-03-12T10:14:51Z,25250,2018-08-18T19:55:17Z
BIH,manifesto,79955,SDS,Srpska demokratska stranka,Serbian Democratic Party,1990,2014,25.7,1990,NA,NA,2013-01-01T18:17:05Z,2023-06-05T10:40:03Z,1630,1166,2013-01-01T18:33:42Z,BIH,dpi,243,SDSBH,NA,SDS BiH,1995,1995,24.3,1995,NA,NA,2018-09-06T11:48:00Z,2021-03-12T10:14:51Z,25730,2018-09-11T18:30:31Z
BIH,manifesto,79090,SDS-NDP-NS-SRS,Srpska demokratska stranka - lista,Serbian Democratic Party - list,2018,2018,9.8,2018,NA,NA,2023-06-05T10:39:39Z,2023-06-05T10:39:39Z,58989,1166,2023-06-05T10:43:33Z,BIH,dpi,242,SDS,NA,Srpska Demokratska Stranka Bosne i Hercegovine,2003,2015,13.3,2002,NA,NA,2018-08-18T19:55:17Z,2021-03-12T10:14:51Z,25250,2018-08-18T19:55:17Z
BIH,manifesto,79090,SDS-NDP-NS-SRS,Srpska demokratska stranka - lista,Serbian Democratic Party - list,2018,2018,9.8,2018,NA,NA,2023-06-05T10:39:39Z,2023-06-05T10:39:39Z,58989,1166,2023-06-05T10:43:33Z,BIH,dpi,243,SDSBH,NA,SDS BiH,1995,1995,24.3,1995,NA,NA,2018-09-06T11:48:00Z,2021-03-12T10:14:51Z,25730,2018-09-11T18:30:31Z
BIH,manifesto,79951,SDA,Stranka demokratske akcije,Party of Democratic Action,1990,2018,38,1996,NA,NA,2013-01-01T18:17:49Z,2023-06-05T10:39:40Z,1836,1454,2013-01-01T18:33:43Z,BIH,dpi,240,SDA,NA,Stranka Demokratske Akcije,1995,2015,23.8,2014,NA,NA,2018-08-18T19:56:02Z,2021-03-12T10:14:51Z,25446,2018-08-18T19:56:03Z
BIH,manifesto,79723,SBiH,Stranka za Bosnu i Hercegovinu,Party for Bosnia and Herzegovina,1996,2010,15.5,2006,NA,NA,2013-01-01T18:17:57Z,2023-06-05T10:39:56Z,1878,357,2013-01-01T18:33:44Z,BIH,dpi,239,SBiH,NA,Stranka za Bosnu i Hercegovinu,2003,2010,15.5,2006,NA,NA,2018-08-18T19:55:32Z,2021-03-12T10:14:51Z,25303,2018-08-18T19:55:32Z
BRA,manifesto,180710,PRONA,Partido da Reedificação da Ordem Nacional,Party of the Reconstruction of the National Order,1994,1994,7.4,1994,NA,NA,2018-08-02T13:23:06Z,2023-06-05T10:40:03Z,25070,4404,2018-08-02T13:23:06Z,BRA,dpi,262,PRN,NA,Partido da Reconstru��o Nacional,1991,1994,8.3,1990,NA,NA,2018-07-13T20:35:18Z,2021-03-12T10:14:51Z,24866,2018-07-13T20:36:25Z
BRA,manifesto,180309,PSDB,Partido da Social Democracia Brasileira,Party of Brazilian Social Democracy,1989,1989,4.7,1989,NA,NA,2019-01-22T16:59:47Z,2023-06-05T10:39:57Z,29055,225,2019-01-22T16:59:47Z,BRA,dpi,265,PSDB,NA,Partido da Social Democracia Brasileira,1991,2015,14.1,2002,NA,NA,2018-07-11T13:15:30Z,2021-03-12T10:14:51Z,24589,2018-07-11T13:15:30Z
BRA,manifesto,180610,PDS,Partido Democrático Social,Democratic Social Party,1989,1989,NA,NA,NA,NA,2023-06-05T10:39:42Z,2023-06-05T10:39:42Z,59007,1163,2023-06-05T10:39:42Z,BRA,dpi,254,PDS,NA,Social Democratic Party,1983,1994,43.2,1982,NA,NA,2018-07-11T13:15:36Z,2021-03-12T10:14:51Z,24649,2019-02-03T14:40:25Z
BRA,manifesto,180250,PDT,Partido Democrático Trabalhista,Democratic Labour Party,1989,1989,NA,NA,NA,NA,2023-06-05T10:39:59Z,2023-06-05T10:39:59Z,59153,1009,2023-06-05T10:39:59Z,BRA,dpi,255,PDT,NA,Partido Democr�tico Trabalhista,1983,2014,10,1990,NA,NA,2018-07-11T13:15:28Z,2021-03-12T10:14:51Z,24572,2018-07-11T13:15:28Z
BGR,manifesto,80220,BSP,Balgarska Socialisticheska Partiya,Bulgarian Socialist Party,1990,2013,47.2,1990,NA,NA,2013-01-01T18:16:42Z,2023-06-05T10:39:39Z,1524,757,2013-01-01T18:33:33Z,BGR,dpi,272,BSP/Allies,NA,NA,1995,2001,43.5,1995,NA,NA,2018-09-06T11:47:12Z,2021-03-12T10:14:51Z,25584,2018-09-06T14:54:41Z
BGR,manifesto,80221,BSPzB,BSP za Balgariya,BSP for Bulgaria,2001,2017,31,2005,NA,NA,2013-01-01T18:16:52Z,2023-06-05T10:40:00Z,1570,1665,2013-01-01T18:33:35Z,BGR,dpi,271,BSP,NA,Balgarska Sotsialisticheska Partiya,1991,2015,33.1,1991,NA,NA,2018-07-13T20:35:03Z,2021-03-12T10:14:51Z,24747,2018-07-13T20:35:03Z
BGR,manifesto,80221,BSPzB,BSP za Balgariya,BSP for Bulgaria,2001,2017,31,2005,NA,NA,2013-01-01T18:16:52Z,2023-06-05T10:40:00Z,1570,1665,2013-01-01T18:33:35Z,BGR,dpi,273,CB,NA,NA,2002,2005,17.1,2001,NA,NA,2018-09-06T11:46:59Z,2021-03-12T10:14:51Z,25530,2018-09-11T20:22:22Z
BGR,manifesto,80221,BSPzB,BSP za Balgariya,BSP for Bulgaria,2001,2017,31,2005,NA,NA,2013-01-01T18:16:52Z,2023-06-05T10:40:00Z,1570,1665,2013-01-01T18:33:35Z,BGR,dpi,278,KZB,NA,Koalitsiya za Balgariya,2006,2014,34.2,2005,NA,NA,2018-09-06T11:46:56Z,2021-03-12T10:14:51Z,25513,2018-09-06T14:54:36Z
BGR,manifesto,80229,DL,Demokratichna Levitsa,Democratic Left,1997,1997,22.1,1997,NA,composed of: BSP Bulgarska Socialisticheska Partiya (Bulgarian Socialist Party) BZNS-AS Bulgarski Zemedelski Naroden Sajuz - Aleksander Stanboliynski (Bulgarian Agrarian People’s Union - Alexander Stamboliysky) DE Dvisenie Ekoglasnost (Movement Ekoglasnost),2013-01-01T18:18:25Z,2023-06-05T10:39:39Z,2012,1665,2014-06-28T09:00:02Z,BGR,dpi,271,BSP,NA,Balgarska Sotsialisticheska Partiya,1991,2015,33.1,1991,NA,NA,2018-07-13T20:35:03Z,2021-03-12T10:14:51Z,24747,2018-07-13T20:35:03Z
BGR,manifesto,80229,DL,Demokratichna Levitsa,Democratic Left,1997,1997,22.1,1997,NA,composed of: BSP Bulgarska Socialisticheska Partiya (Bulgarian Socialist Party) BZNS-AS Bulgarski Zemedelski Naroden Sajuz - Aleksander Stanboliynski (Bulgarian Agrarian People’s Union - Alexander Stamboliysky) DE Dvisenie Ekoglasnost (Movement Ekoglasnost),2013-01-01T18:18:25Z,2023-06-05T10:39:39Z,2012,1665,2014-06-28T09:00:02Z,BGR,dpi,273,CB,NA,NA,2002,2005,17.1,2001,NA,NA,2018-09-06T11:46:59Z,2021-03-12T10:14:51Z,25530,2018-09-11T20:22:22Z
BGR,manifesto,80229,DL,Demokratichna Levitsa,Democratic Left,1997,1997,22.1,1997,NA,composed of: BSP Bulgarska Socialisticheska Partiya (Bulgarian Socialist Party) BZNS-AS Bulgarski Zemedelski Naroden Sajuz - Aleksander Stanboliynski (Bulgarian Agrarian People’s Union - Alexander Stamboliysky) DE Dvisenie Ekoglasnost (Movement Ekoglasnost),2013-01-01T18:18:25Z,2023-06-05T10:39:39Z,2012,1665,2014-06-28T09:00:02Z,BGR,dpi,278,KZB,NA,Koalitsiya za Balgariya,2006,2014,34.2,2005,NA,NA,2018-09-06T11:46:56Z,2021-03-12T10:14:51Z,25513,2018-09-06T14:54:36Z
BGR,manifesto,80610,DSB,Demokrati za Silna Balgariya,Democrats for a Strong Bulgaria,2005,2005,6.4,2005,NA,NA,2014-02-08T21:29:21Z,2023-06-05T10:39:56Z,3781,1195,2014-02-10T10:24:10Z,BGR,dpi,275,DSB,NA,NA,2006,2009,7.1,2005,NA,NA,2018-08-18T19:55:34Z,2021-03-12T10:14:51Z,25314,2018-08-18T19:55:34Z
BGR,manifesto,80951,DPS,Dvizhenie za Prava i Svobodi,Movement for Rights and Freedoms,1990,2017,14.8,2014,NA,NA,2013-01-01T18:16:17Z,2023-06-05T10:39:40Z,1409,982,2013-01-01T18:33:35Z,BGR,dpi,274,DPS,NA,Dvizhenie za Prava i Svobodi,1991,2015,15.8,2009,NA,NA,2018-08-18T19:55:21Z,2021-03-12T10:14:51Z,25264,2018-08-18T19:55:21Z
BGR,manifesto,80510,GERB,Grazhdani za Evropeisko Razvitie Balgariya,Citizens for European Development of Bulgaria,2009,2017,39.7,2009,NA,NA,2014-02-08T21:29:12Z,2023-06-05T10:39:51Z,3637,760,2014-02-10T10:23:48Z,BGR,dpi,277,GERB,NA,Grazhdani za Evropeisko Razvitie Balgariya,2010,2015,43.1,2009,NA,NA,2018-07-13T20:35:16Z,2021-03-12T10:14:51Z,24854,2018-07-13T20:35:16Z
BGR,manifesto,80320,KEL,Koalitsiya Evrolevitsa,Euroleft Coalition,1997,1997,5.5,1997,NA,NA,2013-01-01T18:17:11Z,2023-06-05T10:39:50Z,1657,149,2013-01-01T18:33:35Z,BGR,dpi,276,EL,NA,Bulgarska Evrolevista - BEL,1997,2001,5.5,1997,NA,NA,2018-09-06T11:48:03Z,2021-03-12T10:14:51Z,25742,2018-09-06T15:00:10Z
BGR,manifesto,80228,BSP-BZNS-AS-PKE,"Koalitsiya na Balgarska Sotsialisticheska Partiya, Balgarski Zemedelski Naroden Sayuz - Aleksandar Stambolijski i Politicheski klub 'Ekoglasnost'","Coalition of Bulgarian Socialist Party, Bulgarian Agrarian People’s Union - Alexandar Stambolijski and Political Club 'Ekoglasnost'",1991,1994,43.5,1994,NA,composed of: BSP Bulgarska Socialisticheska Partiya (Bulgarian Socialist Party) and eight minor parties,2013-01-01T18:17:38Z,2023-06-05T10:39:40Z,1782,1665,2014-06-28T09:01:18Z,BGR,dpi,271,BSP,NA,Balgarska Sotsialisticheska Partiya,1991,2015,33.1,1991,NA,NA,2018-07-13T20:35:03Z,2021-03-12T10:14:51Z,24747,2018-07-13T20:35:03Z
BGR,manifesto,80228,BSP-BZNS-AS-PKE,"Koalitsiya na Balgarska Sotsialisticheska Partiya, Balgarski Zemedelski Naroden Sayuz - Aleksandar Stambolijski i Politicheski klub 'Ekoglasnost'","Coalition of Bulgarian Socialist Party, Bulgarian Agrarian People’s Union - Alexandar Stambolijski and Political Club 'Ekoglasnost'",1991,1994,43.5,1994,NA,composed of: BSP Bulgarska Socialisticheska Partiya (Bulgarian Socialist Party) and eight minor parties,2013-01-01T18:17:38Z,2023-06-05T10:39:40Z,1782,1665,2014-06-28T09:01:18Z,BGR,dpi,273,CB,NA,NA,2002,2005,17.1,2001,NA,NA,2018-09-06T11:46:59Z,2021-03-12T10:14:51Z,25530,2018-09-11T20:22:22Z
BGR,manifesto,80228,BSP-BZNS-AS-PKE,"Koalitsiya na Balgarska Sotsialisticheska Partiya, Balgarski Zemedelski Naroden Sayuz - Aleksandar Stambolijski i Politicheski klub 'Ekoglasnost'","Coalition of Bulgarian Socialist Party, Bulgarian Agrarian People’s Union - Alexandar Stambolijski and Political Club 'Ekoglasnost'",1991,1994,43.5,1994,NA,composed of: BSP Bulgarska Socialisticheska Partiya (Bulgarian Socialist Party) and eight minor parties,2013-01-01T18:17:38Z,2023-06-05T10:39:40Z,1782,1665,2014-06-28T09:01:18Z,BGR,dpi,278,KZB,NA,Koalitsiya za Balgariya,2006,2014,34.2,2005,NA,NA,2018-09-06T11:46:56Z,2021-03-12T10:14:51Z,25513,2018-09-06T14:54:36Z
BGR,manifesto,80902,NDSV,Nacionalno Dvizhenie Simeon Vtori,National Movement Simeon the Second,2001,2005,42.7,2001,NA,NA,2013-01-01T18:17:36Z,2023-06-05T10:39:51Z,1775,374,2013-01-01T18:33:36Z,BGR,dpi,280,NMSII,NA,NA,2002,2009,42.7,2001,NA,NA,2018-07-13T20:35:14Z,2021-03-12T10:14:51Z,24829,2018-07-13T20:35:14Z
BGR,manifesto,80710,ATAKA,Nacionalno Obedinenie Ataka,National Union Attack,2005,2014,9.4,2009,NA,NA,2014-02-08T21:29:13Z,2023-06-05T10:39:48Z,3646,1793,2014-02-10T10:24:04Z,BGR,dpi,270,ATAKA,NA,Natsionalno Obedinenie Ataka,2006,2015,10.1,2009,NA,NA,2018-08-18T19:55:49Z,2021-03-12T10:14:51Z,25374,2018-08-18T19:55:49Z
BGR,manifesto,80411,ODS,Obedineni Demokratichni Sili,United Democratic Forces,1997,2005,52.2,1997,NA,NA,2013-01-01T18:16:57Z,2023-06-05T10:39:59Z,1592,1183,2013-01-01T18:33:37Z,BGR,dpi,282,ODS,NA,NA,2006,2009,8.3,2005,NA,NA,2018-09-06T11:46:54Z,2021-03-12T10:14:51Z,25499,2018-09-06T11:46:54Z
BGR,manifesto,80952,ONS,Obedinenie za Natsionalno Spasenie,Union of National Salvation,1997,1997,7.6,1997,NA,NA,2013-01-01T18:16:59Z,2023-06-05T10:39:54Z,1603,1765,2013-01-01T18:33:37Z,BGR,dpi,281,NS,NA,NA,1995,2001,7.6,1997,NA,NA,2018-09-06T11:47:13Z,2021-03-12T10:14:51Z,25592,2018-09-10T23:17:06Z
BGR,manifesto,80410,SDS,Sayuz na Demokratichnite Sili,Union of Democratic Forces,1990,1994,36.2,1990,NA,"founding members: BSDP Bulgarska Sotsial-demokraticheska Partiya (Bulgarian Social Democratic Party), BZNS-NP Bulgarki Zemedelski Naroden Sayuz (Bulgarian Agrarian National Union - Nikolai Petkov), Komitet za Zashtita na Relioznite Prava, Svobodata na Savestta i Duhovnite Tsenosti (Committee for Religious Rights, Freedom of Conscience, and Spiritual Values) Klub na Represiranite sled 1945 Godina (Club for the Victims of Repression after 1945), GI Grazhdanska Initsiativa (Citizens’ Initiative), Federattsiya na Nezavisimi Studentki Druzhestva (Federation of Independents’ Students Societies), Nezavisimo Druzhestvo za Zashtita na Choveshkite Prava v Bulgariya (Independent Association for the Defence of Human Rights in Bulgaria), Nezavisima Federatsiya na Truda Podkrepa (Independent Labour Federation Pokrepa) additional members in 1989 and 1990: RDP Radikalna Demokraticheska Partiya (Radical Democratic Party) ZP Zelena Partiya (Green Party) HDF Hristiyan-Demokraticheska Fronta (Christian Democratic Front) ASP Alternativna Sotsialierlna Partiya (Alternative Socialist Party)",2013-01-01T18:17:35Z,2023-06-05T10:39:46Z,1770,482,2013-01-01T18:33:37Z,BGR,dpi,283,SDS,NA,Sayuzna Demokratichni Sili,1991,2005,34.4,1991,NA,NA,2018-07-13T20:35:09Z,2021-03-12T10:14:51Z,24797,2018-07-13T20:35:09Z
BGR,manifesto,80051,SK,Sinyata Koalitsiya,Blue Coalition,2009,2009,6.8,2009,NA,NA,2014-02-08T21:29:13Z,2023-06-05T10:39:51Z,3653,58,2014-02-10T10:23:35Z,BGR,dpi,284,SK,NA,NA,2010,2013,7.2,2009,NA,NA,2018-07-11T14:42:41Z,2021-03-12T10:14:51Z,24708,2018-07-11T14:42:41Z
CAN,manifesto,62901,BQ,Bloc Québécois,Quebec Bloc,1993,2015,13.5,1993,NA,NA,2013-01-01T18:17:07Z,2023-06-05T10:39:48Z,1638,1428,2013-01-01T18:33:44Z,CAN,dpi,338,BQ,NA,Quebec Block,1994,2015,13.5,1993,NA,NA,2018-08-18T19:55:16Z,2021-03-12T10:14:51Z,25242,2018-08-18T19:55:16Z
CAN,manifesto,62622,CA,Canadian Reform Conservative Alliance,Canadian Reform Conservative Alliance,2000,2000,25.5,2000,NA,NA,2013-01-01T18:16:23Z,2023-06-05T10:39:43Z,1437,1332,2013-01-01T18:33:45Z,CAN,dpi,339,CA,NA,Canadian Alliance,2001,2004,25.5,2000,NA,NA,2018-09-06T11:47:14Z,2021-03-12T10:14:51Z,25596,2018-09-06T11:47:15Z
CAN,manifesto,62623,CP,Conservative Party of Canada,Conservative Party of Canada,2004,2015,39.6,2011,NA,NA,2014-02-08T21:29:19Z,2023-06-05T10:39:55Z,3760,1004,2014-02-09T13:36:59Z,CAN,dpi,340,CPC,NA,Conservative Party of Canada,2005,2015,39.6,2011,NA,NA,2018-07-13T20:35:10Z,2021-03-12T10:14:51Z,24805,2018-07-13T20:35:10Z
CAN,manifesto,62420,LP,Liberal Party of Canada,Liberal Party of Canada,1945,2015,49.5,1949,NA,NA,2013-01-01T18:17:34Z,2023-06-05T10:39:57Z,1763,1739,2013-01-01T18:33:45Z,CAN,dpi,342,LPC,NA,Liberal Party of Canada,1975,2015,44.3,1980,NA,NA,2018-07-13T20:35:14Z,2021-03-12T10:14:51Z,24839,2018-07-13T20:35:14Z
